Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
796-32-9050,A,Lagos,Normal,Male,Food and beverages,"?18,460.80",6,5538.24,116303.04,1/19/2019,16:31,Cash,110764.8,4.761904762,5538.24,6.50
105-31-1824,A,Lagos,Member,Male,Sports and travel,"?25,027.20",7,8759.52,183949.92,02/01/2019,15:10,Card,175190.4,4.761904762,8759.52,8.50
249-42-3782,A,Lagos,Normal,Male,Health and beauty,"?25,203.60",5,6300.9,132318.9,01/03/2019,11:36,Epay,126018,4.761904762,6300.9,5.50
827-26-2100,A,Lagos,Member,Male,Home and lifestyle,"?12,182.40",9,5482.08,115123.68,3/21/2019,16:21,Epay,109641.6,4.761904762,5482.08,8.80
175-54-2529,A,Lagos,Member,Male,Food and beverages,"?7,981.20",8,3192.48,67042.08,03/03/2019,17:01,Card,63849.6,4.761904762,3192.48,9.60
407-63-8975,A,Lagos,Normal,Male,Food and beverages,"?26,596.80",6,7979.04,167559.84,3/23/2019,19:16,Epay,159580.8,4.761904762,7979.04,4.40
851-28-6367,A,Lagos,Member,Male,Sports and travel,"?5,580.00",10,2790,58590,3/23/2019,10:55,Epay,55800,4.761904762,2790,8.00
586-25-0848,A,Lagos,Normal,Female,Sports and travel,"?4,442.40",7,1554.84,32651.64,03/04/2019,11:19,Card,31096.8,4.761904762,1554.84,6.70
400-60-7251,A,Lagos,Normal,Male,Home and lifestyle,"?26,665.20",1,1333.26,27998.46,02/10/2019,12:50,Epay,26665.2,4.761904762,1333.26,9.90
831-07-6050,A,Lagos,Normal,Male,Electronic accessories,"?11,775.60",5,2943.9,61821.9,3/19/2019,11:30,Card,58878,4.761904762,2943.9,9.90
856-22-8149,A,Lagos,Normal,Female,Home and lifestyle,"?9,104.40",1,455.22,9559.62,3/23/2019,10:13,Epay,9104.4,4.761904762,455.22,6.10
749-24-1565,A,Lagos,Normal,Female,Health and beauty,"?8,290.80",9,3730.86,78348.06,01/03/2019,12:02,Epay,74617.2,4.761904762,3730.86,7.90
888-02-0338,A,Lagos,Normal,Male,Electronic accessories,"?9,442.80",9,4249.26,89234.46,1/25/2019,20:24,Epay,84985.2,4.761904762,4249.26,5.90
802-43-8934,A,Lagos,Normal,Male,Home and lifestyle,"?6,580.80",1,329.04,6909.84,3/22/2019,15:05,Card,6580.8,4.761904762,329.04,8.30
319-74-2561,A,Lagos,Member,Female,Electronic accessories,"?34,070.40",3,5110.56,107321.76,2/21/2019,16:55,Cash,102211.2,4.761904762,5110.56,5.50
213-72-6612,A,Lagos,Normal,Male,Food and beverages,"?15,570.00",2,1557,32697,3/20/2019,15:56,Cash,31140,4.761904762,1557,6.20
721-86-6247,A,Lagos,Normal,Female,Home and lifestyle,"?22,831.20",8,9132.48,191782.08,03/11/2019,12:55,Epay,182649.6,4.761904762,9132.48,7.40
157-13-5295,A,Lagos,Member,Male,Health and beauty,"?18,698.40",10,9349.2,196333.2,03/09/2019,18:24,Epay,186984,4.761904762,9349.2,6.50
645-78-8093,A,Lagos,Normal,Female,Sports and travel,"?33,530.40",2,3353.04,70413.84,1/20/2019,18:09,Epay,67060.8,4.761904762,3353.04,4.10
478-06-7835,A,Lagos,Normal,Male,Fashion accessories,"?32,288.40",1,1614.42,33902.82,01/11/2019,11:20,Epay,32288.4,4.761904762,1614.42,4.90
540-11-4336,A,Lagos,Normal,Male,Food and beverages,"?8,978.40",9,4040.28,84845.88,01/11/2019,16:49,Card,80805.6,4.761904762,4040.28,5.60
448-81-5016,A,Lagos,Normal,Male,Health and beauty,"?21,517.20",2,2151.72,45186.12,03/11/2019,12:01,Card,43034.4,4.761904762,2151.72,5.80
217-58-1179,A,Lagos,Member,Male,Home and lifestyle,"?22,554.00",4,4510.8,94726.8,01/05/2019,11:25,Cash,90216,4.761904762,4510.8,4.20
530-90-9855,A,Lagos,Member,Male,Home and lifestyle,"?17,132.40",8,6852.96,143912.16,01/01/2019,14:47,Cash,137059.2,4.761904762,6852.96,5.70
604-70-6476,A,Lagos,Member,Male,Fashion accessories,"?6,458.40",5,1614.6,33906.6,1/23/2019,14:04,Epay,32292,4.761904762,1614.6,6.80
799-71-1548,A,Lagos,Member,Male,Electronic accessories,"?27,979.20",4,5595.84,117512.64,01/07/2019,16:11,Card,111916.8,4.761904762,5595.84,8.80
290-68-2984,A,Lagos,Normal,Male,Home and lifestyle,"?8,550.00",4,1710,35910,3/16/2019,11:22,Cash,34200,4.761904762,1710,5.20
704-11-6354,A,Lagos,Member,Male,Home and lifestyle,"?21,204.00",8,8481.6,178113.6,01/06/2019,11:23,Cash,169632,4.761904762,8481.6,8.90
366-93-0948,A,Lagos,Member,Male,Electronic accessories,"?23,886.00",1,1194.3,25080.3,1/31/2019,10:46,Card,23886,4.761904762,1194.3,9.70
729-09-9681,A,Lagos,Member,Male,Home and lifestyle,"?9,327.60",6,2798.28,58763.88,02/05/2019,10:16,Epay,55965.6,4.761904762,2798.28,8.70
151-16-1484,A,Lagos,Member,Male,Electronic accessories,"?11,610.00",4,2322,48762,2/13/2019,12:38,Epay,46440,4.761904762,2322,6.50
850-41-9669,A,Lagos,Normal,Female,Electronic accessories,"?27,021.60",9,12159.72,255354.12,3/19/2019,13:25,Epay,243194.4,4.761904762,12159.72,6.20
447-15-7839,A,Lagos,Member,Female,Sports and travel,"?8,006.40",10,4003.2,84067.2,02/09/2019,11:00,Cash,80064,4.761904762,4003.2,4.20
253-12-6086,A,Lagos,Member,Female,Sports and travel,"?35,424.00",7,12398.4,260366.4,03/12/2019,12:43,Card,247968,4.761904762,12398.4,8.70
144-51-6085,A,Lagos,Member,Male,Home and lifestyle,"?25,466.40",4,5093.28,106958.88,01/05/2019,16:05,Card,101865.6,4.761904762,5093.28,4.40
731-14-2199,A,Lagos,Member,Female,Home and lifestyle,"?12,794.40",10,6397.2,134341.2,01/04/2019,13:34,Epay,127944,4.761904762,6397.2,7.00
126-54-1082,A,Lagos,Member,Female,Home and lifestyle,"?7,754.40",9,3489.48,73279.08,01/07/2019,11:44,Card,69789.6,4.761904762,3489.48,8.80
633-91-1052,A,Lagos,Normal,Female,Home and lifestyle,"?4,330.80",2,433.08,9094.68,1/27/2019,15:51,Cash,8661.6,4.761904762,433.08,5.10
828-61-5674,A,Lagos,Member,Male,Sports and travel,"?15,847.20",10,7923.6,166395.6,3/20/2019,19:57,Card,158472,4.761904762,7923.6,9.60
136-08-6195,A,Lagos,Normal,Female,Home and lifestyle,"?25,185.60",8,10074.24,211559.04,2/15/2019,17:01,Card,201484.8,4.761904762,10074.24,6.40
490-29-1201,A,Lagos,Normal,Female,Sports and travel,"?5,522.40",1,276.12,5798.52,01/06/2019,11:09,Cash,5522.4,4.761904762,276.12,6.50
667-92-0055,A,Lagos,Member,Male,Health and beauty,"?35,938.80",6,10781.64,226414.44,03/04/2019,15:02,Epay,215632.8,4.761904762,10781.64,8.50
565-17-3836,A,Lagos,Member,Female,Health and beauty,"?17,161.20",4,3432.24,72077.04,03/12/2019,14:21,Cash,68644.8,4.761904762,3432.24,9.10
430-60-3493,A,Lagos,Member,Female,Home and lifestyle,"?34,156.80",7,11954.88,251052.48,02/03/2019,14:38,Cash,239097.6,4.761904762,11954.88,4.20
278-97-7759,A,Lagos,Member,Female,Electronic accessories,"?22,492.80",1,1124.64,23617.44,2/18/2019,20:29,Cash,22492.8,4.761904762,1124.64,4.70
316-68-6352,A,Lagos,Member,Female,Food and beverages,"?13,089.60",2,1308.96,27488.16,1/21/2019,10:00,Cash,26179.2,4.761904762,1308.96,7.10
744-02-5987,A,Lagos,Member,Male,Home and lifestyle,"?28,216.80",6,8465.04,177765.84,01/10/2019,14:16,Epay,169300.8,4.761904762,8465.04,5.80
307-83-9164,A,Lagos,Member,Male,Home and lifestyle,"?21,603.60",4,4320.72,90735.12,1/25/2019,15:54,Cash,86414.4,4.761904762,4320.72,4.50
439-54-7422,A,Lagos,Normal,Female,Electronic accessories,"?18,428.40",4,3685.68,77399.28,3/18/2019,17:15,Card,73713.6,4.761904762,3685.68,4.70
411-77-0180,A,Lagos,Member,Male,Electronic accessories,"?25,992.00",7,9097.2,191041.2,3/26/2019,20:14,Epay,181944,4.761904762,9097.2,4.30
286-01-5402,A,Lagos,Normal,Female,Sports and travel,"?14,482.80",7,5068.98,106448.58,3/30/2019,13:22,Cash,101379.6,4.761904762,5068.98,9.60
803-17-8013,A,Lagos,Member,Female,Home and lifestyle,"?31,964.40",8,12785.76,268500.96,2/17/2019,17:09,Cash,255715.2,4.761904762,12785.76,4.10
512-98-1403,A,Lagos,Member,Female,Electronic accessories,"?9,532.80",3,1429.92,30028.32,3/21/2019,10:40,Epay,28598.4,4.761904762,1429.92,4.70
848-42-2560,A,Lagos,Normal,Female,Fashion accessories,"?29,487.60",2,2948.76,61923.96,03/05/2019,17:43,Cash,58975.2,4.761904762,2948.76,7.80
870-76-1733,A,Lagos,Member,Female,Food and beverages,"?5,122.80",5,1280.7,26894.7,02/01/2019,10:08,Card,25614,4.761904762,1280.7,4.40
423-64-4619,A,Lagos,Member,Female,Health and beauty,"?5,598.00",9,2519.1,52901.1,03/07/2019,13:12,Cash,50382,4.761904762,2519.1,5.00
372-94-8041,A,Lagos,Normal,Male,Health and beauty,"?5,493.60",6,1648.08,34609.68,2/15/2019,18:03,Epay,32961.6,4.761904762,1648.08,9.80
563-91-7120,A,Lagos,Normal,Female,Fashion accessories,"?22,237.20",5,5559.3,116745.3,03/08/2019,13:21,Cash,111186,4.761904762,5559.3,6.70
746-54-5508,A,Lagos,Normal,Male,Home and lifestyle,"?7,747.20",6,2324.16,48807.36,1/17/2019,12:48,Card,46483.2,4.761904762,2324.16,9.40
815-11-1168,A,Lagos,Member,Male,Food and beverages,"?35,920.80",5,8980.2,188584.2,03/09/2019,19:09,Cash,179604,4.761904762,8980.2,5.40
340-66-0321,A,Lagos,Member,Male,Electronic accessories,"?13,089.60",4,2617.92,54976.32,3/25/2019,13:07,Cash,52358.4,4.761904762,2617.92,7.60
634-97-8956,A,Lagos,Normal,Male,Food and beverages,"?11,844.00",3,1776.6,37308.6,2/17/2019,17:27,Card,35532,4.761904762,1776.6,9.10
566-71-1091,A,Lagos,Normal,Male,Fashion accessories,"?27,727.20",5,6931.8,145567.8,02/03/2019,15:59,Cash,138636,4.761904762,6931.8,5.50
442-48-3607,A,Lagos,Member,Male,Food and beverages,"?8,452.80",2,845.28,17750.88,3/14/2019,11:21,Card,16905.6,4.761904762,845.28,7.90
527-09-6272,A,Lagos,Member,Female,Electronic accessories,"?10,242.00",5,2560.5,53770.5,3/21/2019,10:17,Card,51210,4.761904762,2560.5,9.10
898-04-2717,A,Lagos,Normal,Male,Fashion accessories,"?27,504.00",9,12376.8,259912.8,3/19/2019,15:49,Epay,247536,4.761904762,12376.8,7.50
150-89-8043,A,Lagos,Normal,Male,Sports and travel,"?16,074.00",3,2411.1,50633.1,2/14/2019,15:04,Cash,48222,4.761904762,2411.1,6.20
135-84-8019,A,Lagos,Normal,Female,Fashion accessories,"?28,054.80",9,12624.66,265117.86,2/27/2019,16:10,Epay,252493.2,4.761904762,12624.66,7.60
441-94-7118,A,Lagos,Member,Male,Electronic accessories,"?25,902.00",1,1295.1,27197.1,02/04/2019,12:14,Cash,25902,4.761904762,1295.1,7.30
531-80-1784,A,Lagos,Normal,Male,Electronic accessories,"?9,367.20",7,3278.52,68848.92,3/28/2019,17:38,Cash,65570.4,4.761904762,3278.52,5.10
834-61-8124,A,Lagos,Normal,Male,Electronic accessories,"?18,608.40",7,6512.94,136771.74,1/26/2019,18:22,Cash,130258.8,4.761904762,6512.94,5.50
612-36-5536,A,Lagos,Member,Male,Food and beverages,"?29,145.60",8,11658.24,244823.04,2/17/2019,11:12,Card,233164.8,4.761904762,11658.24,7.40
462-67-9126,A,Lagos,Normal,Male,Home and lifestyle,"?26,359.20",6,7907.76,166062.96,1/21/2019,17:44,Cash,158155.2,4.761904762,7907.76,7.20
468-88-0009,A,Lagos,Member,Male,Home and lifestyle,"?23,738.40",4,4747.68,99701.28,3/24/2019,10:29,Cash,94953.6,4.761904762,4747.68,6.00
254-31-0042,A,Lagos,Member,Male,Electronic accessories,"?7,740.00",9,3483,73143,03/06/2019,12:46,Card,69660,4.761904762,3483,7.80
422-29-8786,A,Lagos,Normal,Female,Home and lifestyle,"?24,152.40",5,6038.1,126800.1,01/03/2019,16:47,Card,120762,4.761904762,6038.1,9.10
667-23-5919,A,Lagos,Member,Female,Fashion accessories,"?34,812.00",5,8703,182763,1/14/2019,12:52,Epay,174060,4.761904762,8703,7.00
289-15-7034,A,Lagos,Member,Male,Sports and travel,"?29,638.80",4,5927.76,124482.96,01/11/2019,10:37,Card,118555.2,4.761904762,5927.76,7.50
662-72-2873,A,Lagos,Normal,Female,Food and beverages,"?14,738.40",5,3684.6,77376.6,01/06/2019,13:58,Epay,73692,4.761904762,3684.6,9.90
725-56-0833,A,Lagos,Normal,Female,Health and beauty,"?11,635.20",10,5817.6,122169.6,2/20/2019,16:49,Card,116352,4.761904762,5817.6,10.00
563-36-9814,A,Lagos,Member,Male,Electronic accessories,"?27,655.20",1,1382.76,29037.96,2/13/2019,18:27,Epay,27655.2,4.761904762,1382.76,7.20
308-47-4913,A,Lagos,Member,Female,Sports and travel,"?18,813.60",10,9406.8,197542.8,03/09/2019,12:45,Card,188136,4.761904762,9406.8,6.20
885-17-6250,A,Lagos,Normal,Female,Health and beauty,"?28,706.40",1,1435.32,30141.72,03/06/2019,10:36,Epay,28706.4,4.761904762,1435.32,7.30
726-27-2396,A,Lagos,Normal,Female,Health and beauty,"?27,900.00",5,6975,146475,1/24/2019,20:36,Epay,139500,4.761904762,6975,4.30
316-01-3952,A,Lagos,Normal,Female,Food and beverages,"?19,537.20",5,4884.3,102570.3,3/13/2019,14:16,Epay,97686,4.761904762,4884.3,4.60
882-40-4577,A,Lagos,Member,Male,Sports and travel,"?24,213.60",4,4842.72,101697.12,1/19/2019,15:28,Card,96854.4,4.761904762,4842.72,8.00
732-67-5346,A,Lagos,Normal,Male,Food and beverages,"?4,964.40",5,1241.1,26063.1,01/11/2019,19:07,Card,24822,4.761904762,1241.1,7.80
256-08-8343,A,Lagos,Normal,Female,Home and lifestyle,"?20,350.80",4,4070.16,85473.36,03/04/2019,19:48,Epay,81403.2,4.761904762,4070.16,5.50
132-23-6451,A,Lagos,Member,Male,Health and beauty,"?7,549.20",5,1887.3,39633.3,01/04/2019,13:21,Cash,37746,4.761904762,1887.3,7.80
696-90-2548,A,Lagos,Normal,Male,Sports and travel,"?9,302.40",3,1395.36,29302.56,03/10/2019,18:55,Epay,27907.2,4.761904762,1395.36,6.60
472-15-9636,A,Lagos,Normal,Male,Home and lifestyle,"?18,334.80",8,7333.92,154012.32,3/22/2019,19:36,Epay,146678.4,4.761904762,7333.92,9.20
745-71-3520,A,Lagos,Member,Female,Electronic accessories,"?9,079.20",7,3177.72,66732.12,02/04/2019,10:23,Cash,63554.4,4.761904762,3177.72,8.20
269-10-8440,A,Lagos,Member,Male,Health and beauty,"?19,141.20",7,6699.42,140687.82,1/21/2019,18:01,Cash,133988.4,4.761904762,6699.42,8.90
325-77-6186,A,Lagos,Member,Female,Home and lifestyle,"?32,634.00",10,16317,342657,03/08/2019,10:53,Epay,326340,4.761904762,16317,7.30
459-50-7686,A,Lagos,Normal,Female,Electronic accessories,"?8,445.60",6,2533.68,53207.28,1/13/2019,19:14,Epay,50673.6,4.761904762,2533.68,6.40
345-08-4992,A,Lagos,Normal,Male,Home and lifestyle,"?12,236.40",6,3670.92,77089.32,03/08/2019,15:37,Card,73418.4,4.761904762,3670.92,7.70
138-17-5109,A,Lagos,Member,Female,Home and lifestyle,"?32,115.60",9,14452.02,303492.42,1/15/2019,15:42,Card,289040.4,4.761904762,14452.02,6.50
301-11-9629,A,Lagos,Normal,Female,Sports and travel,"?6,876.00",7,2406.6,50538.6,1/15/2019,10:43,Cash,48132,4.761904762,2406.6,9.70
727-17-0390,A,Lagos,Normal,Female,Food and beverages,"?22,899.60",5,5724.9,120222.9,3/16/2019,12:43,Epay,114498,4.761904762,5724.9,4.80
568-88-3448,A,Lagos,Normal,Male,Health and beauty,"?9,000.00",1,450,9450,03/03/2019,15:09,Epay,9000,4.761904762,450,5.50
187-83-5490,A,Lagos,Member,Male,Electronic accessories,"?7,477.20",4,1495.44,31404.24,1/31/2019,13:47,Cash,29908.8,4.761904762,1495.44,4.70
470-32-9057,A,Lagos,Member,Male,Food and beverages,"?18,482.40",5,4620.6,97032.6,3/28/2019,15:31,Card,92412,4.761904762,4620.6,9.10
340-21-9136,A,Lagos,Member,Female,Sports and travel,"?14,418.00",4,2883.6,60555.6,1/25/2019,11:40,Cash,57672,4.761904762,2883.6,9.70
405-31-3305,A,Lagos,Member,Male,Fashion accessories,"?15,526.80",10,7763.4,163031.4,02/02/2019,18:31,Card,155268,4.761904762,7763.4,5.50
676-39-6028,A,Lagos,Member,Female,Electronic accessories,"?23,198.40",5,5799.6,121791.6,3/30/2019,17:04,Cash,115992,4.761904762,5799.6,6.60
502-05-1910,A,Lagos,Normal,Male,Health and beauty,"?23,464.80",3,3519.72,73914.12,2/25/2019,20:35,Card,70394.4,4.761904762,3519.72,6.30
485-30-8700,A,Lagos,Normal,Female,Sports and travel,"?11,973.60",5,2993.4,62861.4,3/18/2019,16:10,Card,59868,4.761904762,2993.4,4.20
575-67-1508,A,Lagos,Normal,Male,Electronic accessories,"?13,896.00",1,694.8,14590.8,1/29/2019,11:26,Epay,13896,4.761904762,694.8,6.70
674-15-9296,A,Lagos,Normal,Male,Sports and travel,"?13,370.40",5,3342.6,70194.6,01/08/2019,13:05,Epay,66852,4.761904762,3342.6,5.00
795-49-7276,A,Lagos,Normal,Male,Fashion accessories,"?13,374.00",4,2674.8,56170.8,3/23/2019,18:59,Epay,53496,4.761904762,2674.8,8.30
510-09-5628,A,Lagos,Member,Female,Fashion accessories,"?7,077.60",10,3538.8,74314.8,3/15/2019,18:20,Card,70776,4.761904762,3538.8,7.20
420-18-8989,A,Lagos,Member,Female,Sports and travel,"?18,547.20",8,7418.88,155796.48,02/02/2019,15:47,Cash,148377.6,4.761904762,7418.88,9.60
726-29-6793,A,Lagos,Member,Male,Electronic accessories,"?8,704.80",8,3481.92,73120.32,1/28/2019,20:54,Epay,69638.4,4.761904762,3481.92,9.80
209-61-0206,A,Lagos,Normal,Female,Home and lifestyle,"?15,447.60",5,3861.9,81099.9,01/05/2019,17:29,Epay,77238,4.761904762,3861.9,6.10
