Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
669-54-1719,B,Abuja,Member,Male,Electronic accessories,"?6,814.80",6,2044.44,42933.24,02/10/2019,12:45,Card,40888.8,4.761904762,2044.44,8.10
616-24-2851,B,Abuja,Member,Female,Fashion accessories,"?6,433.20",4,1286.64,27019.44,3/22/2019,14:42,Epay,25732.8,4.761904762,1286.64,6.50
242-55-6721,B,Abuja,Normal,Male,Home and lifestyle,"?5,817.60",2,581.76,12216.96,03/07/2019,11:49,Epay,11635.2,4.761904762,581.76,6.50
347-34-2234,B,Abuja,Member,Female,Sports and travel,"?19,825.20",9,8921.34,187348.14,02/03/2019,13:40,Epay,178426.8,4.761904762,8921.34,10.00
853-23-2453,B,Abuja,Member,Male,Health and beauty,"?27,266.40",4,5453.28,114518.88,2/14/2019,14:35,Cash,109065.6,4.761904762,5453.28,7.60
109-28-2512,B,Abuja,Member,Female,Fashion accessories,"?35,139.60",6,10541.88,221379.48,01/07/2019,15:01,Epay,210837.6,4.761904762,10541.88,9.90
510-95-6347,B,Abuja,Member,Female,Food and beverages,"?17,467.20",3,2620.08,55021.68,03/05/2019,18:17,Epay,52401.6,4.761904762,2620.08,4.00
847-38-7188,B,Abuja,Normal,Female,Food and beverages,"?34,804.80",3,5220.72,109635.12,1/26/2019,19:56,Epay,104414.4,4.761904762,5220.72,6.40
318-68-5053,B,Abuja,Normal,Female,Health and beauty,"?27,716.40",6,8314.92,174613.32,2/27/2019,17:55,Cash,166298.4,4.761904762,8314.92,6.10
152-08-9985,B,Abuja,Member,Male,Health and beauty,"?23,169.60",9,10426.32,218952.72,03/12/2019,12:09,Card,208526.4,4.761904762,10426.32,8.60
766-85-7061,B,Abuja,Normal,Male,Health and beauty,"?31,633.20",10,15816.6,332148.6,3/29/2019,10:25,Epay,316332,4.761904762,15816.6,5.10
733-01-9107,B,Abuja,Normal,Male,Home and lifestyle,"?29,772.00",6,8931.6,187563.6,03/05/2019,18:14,Cash,178632,4.761904762,8931.6,7.40
716-39-1409,B,Abuja,Normal,Male,Health and beauty,"?10,926.00",7,3824.1,80306.1,3/19/2019,18:19,Cash,76482,4.761904762,3824.1,8.00
479-26-8945,B,Abuja,Member,Female,Sports and travel,"?5,936.40",2,593.64,12466.44,02/05/2019,11:32,Epay,11872.8,4.761904762,593.64,4.60
227-78-1148,B,Abuja,Normal,Female,Fashion accessories,"?26,222.40",7,9177.84,192734.64,2/15/2019,12:44,Cash,183556.8,4.761904762,9177.84,8.40
291-32-1427,B,Abuja,Member,Male,Fashion accessories,"?7,898.40",5,1974.6,41466.6,03/05/2019,12:29,Epay,39492,4.761904762,1974.6,5.30
659-65-8956,B,Abuja,Member,Male,Fashion accessories,"?18,489.60",1,924.48,19414.08,1/16/2019,15:26,Epay,18489.6,4.761904762,924.48,5.20
378-24-2715,B,Abuja,Normal,Male,Home and lifestyle,"?19,238.40",2,1923.84,40400.64,1/20/2019,20:38,Epay,38476.8,4.761904762,1923.84,4.10
219-22-9386,B,Abuja,Member,Male,Sports and travel,"?35,985.60",9,16193.52,340063.92,03/09/2019,17:26,Card,323870.4,4.761904762,16193.52,4.20
268-27-6179,B,Abuja,Member,Female,Fashion accessories,"?20,329.20",8,8131.68,170765.28,03/09/2019,14:57,Epay,162633.6,4.761904762,8131.68,7.30
549-84-7482,B,Abuja,Normal,Female,Sports and travel,"?32,500.80",9,14625.36,307132.56,02/08/2019,11:15,Epay,292507.2,4.761904762,14625.36,7.20
191-10-6171,B,Abuja,Normal,Female,Fashion accessories,"?14,263.20",7,4992.12,104834.52,1/25/2019,13:18,Cash,99842.4,4.761904762,4992.12,7.50
695-51-0018,B,Abuja,Normal,Female,Sports and travel,"?12,542.40",4,2508.48,52678.08,02/10/2019,18:36,Cash,50169.6,4.761904762,2508.48,7.40
590-83-4591,B,Abuja,Member,Male,Electronic accessories,"?31,482.00",6,9444.6,198336.6,2/17/2019,14:40,Card,188892,4.761904762,9444.6,8.80
241-72-9525,B,Abuja,Normal,Male,Sports and travel,"?18,687.60",10,9343.8,196219.8,2/16/2019,12:21,Cash,186876,4.761904762,9343.8,8.20
262-47-2794,B,Abuja,Member,Male,Home and lifestyle,"?25,869.60",8,10347.84,217304.64,03/06/2019,15:07,Card,206956.8,4.761904762,10347.84,6.20
608-96-3517,B,Abuja,Member,Female,Fashion accessories,"?32,954.40",4,6590.88,138408.48,3/23/2019,19:20,Card,131817.6,4.761904762,6590.88,4.80
279-74-2924,B,Abuja,Member,Male,Electronic accessories,"?25,981.20",1,1299.06,27280.26,01/04/2019,19:40,Cash,25981.2,4.761904762,1299.06,6.10
307-85-2293,B,Abuja,Normal,Male,Home and lifestyle,"?18,100.80",5,4525.2,95029.2,03/07/2019,13:58,Epay,90504,4.761904762,4525.2,9.70
743-04-1105,B,Abuja,Member,Male,Health and beauty,"?34,999.20",9,15749.64,330742.44,3/30/2019,14:43,Epay,314992.8,4.761904762,15749.64,6.00
423-57-2993,B,Abuja,Normal,Male,Sports and travel,"?33,620.40",6,10086.12,211808.52,3/27/2019,19:18,Epay,201722.4,4.761904762,10086.12,10.00
548-46-9322,B,Abuja,Normal,Male,Food and beverages,"?14,364.00",10,7182,150822,2/20/2019,15:24,Card,143640,4.761904762,7182,5.90
505-02-0892,B,Abuja,Member,Male,Health and beauty,"?15,325.20",8,6130.08,128731.68,2/25/2019,14:12,Epay,122601.6,4.761904762,6130.08,5.60
316-55-4634,B,Abuja,Member,Male,Food and beverages,"?28,818.00",5,7204.5,151294.5,1/26/2019,12:45,Card,144090,4.761904762,7204.5,9.40
608-27-6295,B,Abuja,Member,Male,Electronic accessories,"?19,040.40",6,5712.12,119954.52,1/19/2019,17:34,Card,114242.4,4.761904762,5712.12,9.80
414-12-7047,B,Abuja,Normal,Male,Food and beverages,"?7,124.40",8,2849.76,59844.96,1/18/2019,12:04,Epay,56995.2,4.761904762,2849.76,8.70
895-66-0685,B,Abuja,Member,Male,Food and beverages,"?6,508.80",3,976.32,20502.72,03/05/2019,19:46,Epay,19526.4,4.761904762,976.32,8.00
305-14-0245,B,Abuja,Member,Female,Home and lifestyle,"?34,016.40",8,13606.56,285737.76,03/03/2019,19:00,Epay,272131.2,4.761904762,13606.56,7.50
732-04-5373,B,Abuja,Member,Male,Home and lifestyle,"?16,729.20",4,3345.84,70262.64,02/08/2019,10:53,Cash,66916.8,4.761904762,3345.84,7.00
284-34-9626,B,Abuja,Normal,Female,Home and lifestyle,"?27,734.40",3,4160.16,87363.36,02/11/2019,10:39,Card,83203.2,4.761904762,4160.16,7.20
437-58-8131,B,Abuja,Normal,Female,Fashion accessories,"?26,467.20",2,2646.72,55581.12,1/15/2019,13:41,Epay,52934.4,4.761904762,2646.72,4.60
641-43-2399,B,Abuja,Normal,Male,Home and lifestyle,"?9,198.00",4,1839.6,38631.6,1/26/2019,20:23,Epay,36792,4.761904762,1839.6,5.70
542-41-0513,B,Abuja,Member,Female,Electronic accessories,"?20,696.40",4,4139.28,86924.88,3/15/2019,11:57,Cash,82785.6,4.761904762,4139.28,6.60
875-46-5808,B,Abuja,Member,Male,Health and beauty,"?9,324.00",10,4662,97902,02/06/2019,14:51,Epay,93240,4.761904762,4662,8.70
394-43-4238,B,Abuja,Member,Male,Home and lifestyle,"?6,397.20",5,1599.3,33585.3,2/15/2019,12:42,Card,31986,4.761904762,1599.3,5.40
573-58-9734,B,Abuja,Normal,Female,Fashion accessories,"?10,933.20",3,1639.98,34439.58,3/28/2019,13:41,Epay,32799.6,4.761904762,1639.98,5.10
817-69-8206,B,Abuja,Normal,Female,Electronic accessories,"?35,902.80",9,16156.26,339281.46,03/02/2019,19:42,Card,323125.2,4.761904762,16156.26,6.50
142-63-6033,B,Abuja,Normal,Male,Home and lifestyle,"?33,249.60",5,8312.4,174560.4,3/20/2019,19:17,Epay,166248,4.761904762,8312.4,4.90
656-16-1063,B,Abuja,Normal,Male,Sports and travel,"?16,711.20",3,2506.68,52640.28,01/04/2019,13:24,Card,50133.6,4.761904762,2506.68,4.40
891-58-8335,B,Abuja,Member,Female,Sports and travel,"?10,659.60",7,3730.86,78348.06,03/11/2019,15:53,Cash,74617.2,4.761904762,3730.86,6.50
560-30-5617,B,Abuja,Normal,Female,Sports and travel,"?8,917.20",5,2229.3,46815.3,3/24/2019,18:27,Cash,44586,4.761904762,2229.3,8.50
549-03-9315,B,Abuja,Normal,Male,Fashion accessories,"?34,153.20",8,13661.28,286886.88,02/12/2019,12:58,Epay,273225.6,4.761904762,13661.28,8.70
790-29-1172,B,Abuja,Normal,Female,Food and beverages,"?20,642.40",3,3096.36,65023.56,03/10/2019,18:59,Card,61927.2,4.761904762,3096.36,7.90
239-36-3640,B,Abuja,Normal,Male,Electronic accessories,"?16,326.00",6,4897.8,102853.8,1/31/2019,13:44,Epay,97956,4.761904762,4897.8,6.10
468-01-2051,B,Abuja,Normal,Male,Food and beverages,"?22,348.80",7,7822.08,164263.68,03/06/2019,13:46,Epay,156441.6,4.761904762,7822.08,5.40
836-82-5858,B,Abuja,Member,Male,Health and beauty,"?24,973.20",9,11237.94,235996.74,1/26/2019,19:14,Epay,224758.8,4.761904762,11237.94,4.00
466-61-5506,B,Abuja,Member,Female,Electronic accessories,"?32,652.00",6,9795.6,205707.6,2/26/2019,10:52,Cash,195912,4.761904762,9795.6,5.30
289-65-5721,B,Abuja,Normal,Female,Fashion accessories,"?29,293.20",2,2929.32,61515.72,1/26/2019,19:28,Cash,58586.4,4.761904762,2929.32,6.50
545-46-3100,B,Abuja,Member,Female,Electronic accessories,"?3,812.40",3,571.86,12009.06,03/12/2019,13:52,Card,11437.2,4.761904762,571.86,8.70
418-02-5978,B,Abuja,Normal,Female,Health and beauty,"?30,272.40",9,13622.58,286074.18,02/11/2019,10:54,Cash,272451.6,4.761904762,13622.58,8.00
269-04-5750,B,Abuja,Member,Male,Fashion accessories,"?26,575.20",4,5315.04,111615.84,2/21/2019,18:31,Cash,106300.8,4.761904762,5315.04,6.70
346-84-3103,B,Abuja,Member,Female,Electronic accessories,"?4,759.20",5,1189.8,24985.8,03/02/2019,19:26,Cash,23796,4.761904762,1189.8,4.30
376-02-8238,B,Abuja,Normal,Male,Home and lifestyle,"?33,793.20",8,13517.28,283862.88,02/02/2019,18:42,Card,270345.6,4.761904762,13517.28,8.30
866-05-7563,B,Abuja,Member,Female,Electronic accessories,"?29,304.00",3,4395.6,92307.6,02/09/2019,19:43,Cash,87912,4.761904762,4395.6,4.80
785-13-7708,B,Abuja,Normal,Male,Food and beverages,"?26,301.60",7,9205.56,193316.76,1/14/2019,19:06,Card,184111.2,4.761904762,9205.56,4.20
845-51-0542,B,Abuja,Member,Male,Food and beverages,"?16,758.00",9,7541.1,158363.1,02/02/2019,15:34,Epay,150822,4.761904762,7541.1,6.40
110-48-7033,B,Abuja,Member,Male,Fashion accessories,"?11,743.20",4,2348.64,49321.44,1/29/2019,14:12,Cash,46972.8,4.761904762,2348.64,9.00
655-85-5130,B,Abuja,Member,Female,Fashion accessories,"?13,788.00",4,2757.6,57909.6,3/13/2019,19:22,Cash,55152,4.761904762,2757.6,5.70
154-74-7179,B,Abuja,Normal,Male,Sports and travel,"?19,602.00",1,980.1,20582.1,2/26/2019,19:24,Epay,19602,4.761904762,980.1,7.90
571-94-0759,B,Abuja,Member,Female,Food and beverages,"?26,856.00",10,13428,281988,01/08/2019,20:55,Cash,268560,4.761904762,13428,9.50
783-09-1637,B,Abuja,Normal,Female,Sports and travel,"?24,274.80",5,6068.7,127442.7,03/06/2019,18:13,Epay,121374,4.761904762,6068.7,6.30
477-24-6490,B,Abuja,Normal,Female,Health and beauty,"?35,895.60",6,10768.68,226142.28,2/26/2019,16:52,Epay,215373.6,4.761904762,10768.68,7.90
566-19-5475,B,Abuja,Normal,Male,Fashion accessories,"?17,269.20",7,6044.22,126928.62,01/07/2019,20:52,Cash,120884.4,4.761904762,6044.22,6.20
498-41-1961,B,Abuja,Normal,Male,Health and beauty,"?24,004.80",5,6001.2,126025.2,2/20/2019,18:01,Cash,120024,4.761904762,6001.2,7.60
283-79-9594,B,Abuja,Normal,Female,Food and beverages,"?17,463.60",7,6112.26,128357.46,1/25/2019,13:30,Card,122245.2,4.761904762,6112.26,5.20
139-20-0155,B,Abuja,Member,Male,Electronic accessories,"?14,508.00",10,7254,152334,1/24/2019,17:37,Card,145080,4.761904762,7254,7.00
585-03-5943,B,Abuja,Normal,Male,Health and beauty,"?6,519.60",10,3259.8,68455.8,3/13/2019,11:46,Epay,65196,4.761904762,3259.8,5.90
573-10-3877,B,Abuja,Member,Male,Health and beauty,"?14,043.60",1,702.18,14745.78,03/12/2019,16:46,Card,14043.6,4.761904762,702.18,4.70
396-90-2219,B,Abuja,Normal,Female,Electronic accessories,"?5,385.60",8,2154.24,45239.04,2/23/2019,12:29,Cash,43084.8,4.761904762,2154.24,8.60
532-59-7201,B,Abuja,Member,Male,Sports and travel,"?28,774.80",6,8632.44,181281.24,1/31/2019,14:04,Cash,172648.8,4.761904762,8632.44,5.50
276-54-0879,B,Abuja,Normal,Male,Sports and travel,"?35,186.40",4,7037.28,147782.88,03/12/2019,19:53,Epay,140745.6,4.761904762,7037.28,6.40
730-61-8757,B,Abuja,Member,Male,Health and beauty,"?18,406.80",4,3681.36,77308.56,1/25/2019,10:11,Card,73627.2,4.761904762,3681.36,4.00
868-81-1752,B,Abuja,Normal,Male,Home and lifestyle,"?7,927.20",9,3567.24,74912.04,02/07/2019,18:48,Cash,71344.8,4.761904762,3567.24,6.80
692-27-8933,B,Abuja,Normal,Female,Sports and travel,"?20,862.00",6,6258.6,131430.6,2/24/2019,13:02,Cash,125172,4.761904762,6258.6,5.20
374-17-3652,B,Abuja,Member,Female,Food and beverages,"?15,415.20",9,6936.84,145673.64,02/05/2019,15:26,Card,138736.8,4.761904762,6936.84,8.90
378-07-7001,B,Abuja,Member,Male,Electronic accessories,"?17,312.40",3,2596.86,54534.06,02/10/2019,18:23,Card,51937.2,4.761904762,2596.86,7.80
433-75-6987,B,Abuja,Member,Female,Health and beauty,"?20,149.20",7,7052.22,148096.62,03/05/2019,19:06,Epay,141044.4,4.761904762,7052.22,8.90
873-95-4984,B,Abuja,Member,Female,Health and beauty,"?27,684.00",7,9689.4,203477.4,2/15/2019,20:21,Cash,193788,4.761904762,9689.4,7.70
400-45-1220,B,Abuja,Normal,Female,Health and beauty,"?4,860.00",10,2430,51030,2/27/2019,11:06,Card,48600,4.761904762,2430,4.80
115-99-4379,B,Abuja,Member,Female,Fashion accessories,"?19,702.80",7,6895.98,144815.58,3/14/2019,19:02,Card,137919.6,4.761904762,6895.98,8.50
565-67-6697,B,Abuja,Member,Male,Home and lifestyle,"?9,720.00",9,4374,91854,03/02/2019,14:16,Cash,87480,4.761904762,4374,4.80
889-04-9723,B,Abuja,Member,Female,Food and beverages,"?32,090.40",4,6418.08,134779.68,01/07/2019,12:20,Card,128361.6,4.761904762,6418.08,7.80
453-63-6187,B,Abuja,Normal,Male,Electronic accessories,"?9,900.00",3,1485,31185,03/01/2019,15:40,Epay,29700,4.761904762,1485,6.50
578-80-7669,B,Abuja,Normal,Male,Sports and travel,"?26,989.20",1,1349.46,28338.66,3/16/2019,16:58,Cash,26989.2,4.761904762,1349.46,5.60
201-86-2184,B,Abuja,Member,Female,Electronic accessories,"?9,453.60",7,3308.76,69483.96,02/02/2019,19:40,Cash,66175.2,4.761904762,3308.76,9.90
261-12-8671,B,Abuja,Normal,Female,Fashion accessories,"?21,945.60",2,2194.56,46085.76,1/25/2019,19:39,Card,43891.2,4.761904762,2194.56,4.90
843-01-4703,B,Abuja,Member,Female,Home and lifestyle,"?12,736.80",9,5731.56,120362.76,01/05/2019,19:50,Card,114631.2,4.761904762,5731.56,9.60
182-69-8360,B,Abuja,Normal,Female,Electronic accessories,"?8,514.00",4,1702.8,35758.8,1/30/2019,13:32,Card,34056,4.761904762,1702.8,4.00
868-52-7573,B,Abuja,Normal,Female,Food and beverages,"?35,888.40",5,8972.1,188414.1,1/14/2019,12:09,Cash,179442,4.761904762,8972.1,9.90
525-88-7307,B,Abuja,Member,Male,Sports and travel,"?27,295.20",1,1364.76,28659.96,1/31/2019,13:19,Cash,27295.2,4.761904762,1364.76,5.80
596-42-3999,B,Abuja,Normal,Male,Food and beverages,"?6,559.20",7,2295.72,48210.12,03/10/2019,14:04,Card,45914.4,4.761904762,2295.72,6.60
173-82-9529,B,Abuja,Normal,Female,Fashion accessories,"?13,662.00",10,6831,143451,1/26/2019,14:51,Cash,136620,4.761904762,6831,9.70
760-54-1821,B,Abuja,Normal,Male,Home and lifestyle,"?4,892.40",9,2201.58,46233.18,3/15/2019,10:26,Cash,44031.6,4.761904762,2201.58,5.80
793-10-3222,B,Abuja,Member,Female,Health and beauty,"?14,781.60",6,4434.48,93124.08,03/05/2019,13:30,Card,88689.6,4.761904762,4434.48,8.30
346-12-3257,B,Abuja,Member,Male,Electronic accessories,"?6,926.40",9,3116.88,65454.48,03/04/2019,16:28,Cash,62337.6,4.761904762,3116.88,8.00
831-64-0259,B,Abuja,Normal,Female,Fashion accessories,"?14,310.00",5,3577.5,75127.5,2/22/2019,10:43,Epay,71550,4.761904762,3577.5,9.60
725-32-9708,B,Abuja,Member,Female,Fashion accessories,"?24,735.60",4,4947.12,103889.52,01/04/2019,19:01,Cash,98942.4,4.761904762,4947.12,4.10
244-08-0162,B,Abuja,Normal,Female,Health and beauty,"?12,315.60",10,6157.8,129313.8,01/02/2019,13:00,Cash,123156,4.761904762,6157.8,5.10
569-71-4390,B,Abuja,Normal,Male,Sports and travel,"?7,873.20",2,787.32,16533.72,1/25/2019,14:29,Epay,15746.4,4.761904762,787.32,6.90
268-03-6164,B,Abuja,Normal,Male,Health and beauty,"?34,599.60",1,1729.98,36329.58,1/25/2019,16:28,Epay,34599.6,4.761904762,1729.98,7.80
848-07-1692,B,Abuja,Normal,Female,Health and beauty,"?20,599.20",2,2059.92,43258.32,01/12/2019,17:13,Epay,41198.4,4.761904762,2059.92,8.30
301-81-8610,B,Abuja,Member,Male,Fashion accessories,"?9,151.20",8,3660.48,76870.08,3/19/2019,19:42,Card,73209.6,4.761904762,3660.48,6.70
198-84-7132,B,Abuja,Member,Male,Fashion accessories,"?14,619.60",9,6578.82,138155.22,01/02/2019,13:40,Cash,131576.4,4.761904762,6578.82,7.00
650-98-6268,B,Abuja,Member,Female,Food and beverages,"?7,513.20",3,1126.98,23666.58,3/20/2019,13:53,Card,22539.6,4.761904762,1126.98,8.00
741-73-3559,B,Abuja,Normal,Male,Sports and travel,"?24,217.20",5,6054.3,127140.3,2/27/2019,17:27,Cash,121086,4.761904762,6054.3,6.90
286-75-7818,B,Abuja,Normal,Male,Fashion accessories,"?24,868.80",2,2486.88,52224.48,1/31/2019,19:48,Card,49737.6,4.761904762,2486.88,6.90
616-87-0016,B,Abuja,Normal,Male,Fashion accessories,"?34,394.40",7,12038.04,252798.84,03/09/2019,14:36,Card,240760.8,4.761904762,12038.04,9.60
837-55-7229,B,Abuja,Normal,Female,Fashion accessories,"?17,078.40",1,853.92,17932.32,2/22/2019,18:19,Card,17078.4,4.761904762,853.92,6.80
394-30-3170,B,Abuja,Member,Female,Sports and travel,"?31,834.80",8,12733.92,267412.32,3/22/2019,19:35,Card,254678.4,4.761904762,12733.92,4.30
390-80-5128,B,Abuja,Member,Female,Health and beauty,"?6,894.00",1,344.7,7238.7,1/28/2019,17:58,Card,6894,4.761904762,344.7,9.50
296-11-7041,B,Abuja,Member,Female,Health and beauty,"?9,745.20",1,487.26,10232.46,01/12/2019,20:07,Card,9745.2,4.761904762,487.26,5.30
449-27-2918,B,Abuja,Member,Female,Sports and travel,"?14,083.20",1,704.16,14787.36,3/26/2019,11:02,Card,14083.2,4.761904762,704.16,9.60
891-01-7034,B,Abuja,Normal,Female,Electronic accessories,"?26,895.60",6,8068.68,169442.28,01/01/2019,19:07,Cash,161373.6,4.761904762,8068.68,6.70
744-09-5786,B,Abuja,Normal,Male,Electronic accessories,"?7,923.60",6,2377.08,49918.68,01/02/2019,18:50,Cash,47541.6,4.761904762,2377.08,7.60
767-54-1907,B,Abuja,Member,Female,Fashion accessories,"?10,641.60",5,2660.4,55868.4,2/13/2019,16:59,Cash,53208,4.761904762,2660.4,6.90
710-46-4433,B,Abuja,Member,Female,Food and beverages,"?27,864.00",9,12538.8,263314.8,2/15/2019,14:15,Card,250776,4.761904762,12538.8,4.50
533-33-5337,B,Abuja,Normal,Male,Electronic accessories,"?28,580.40",10,14290.2,300094.2,02/07/2019,20:24,Cash,285804,4.761904762,14290.2,6.20
234-03-4040,B,Abuja,Member,Female,Food and beverages,"?26,298.00",10,13149,276129,03/03/2019,12:25,Card,262980,4.761904762,13149,8.70
554-53-3790,B,Abuja,Normal,Male,Sports and travel,"?13,327.20",6,3998.16,83961.36,3/22/2019,18:33,Cash,79963.2,4.761904762,3998.16,4.50
731-59-7531,B,Abuja,Member,Male,Health and beauty,"?26,125.20",8,10450.08,219451.68,3/30/2019,17:58,Cash,209001.6,4.761904762,10450.08,4.60
701-69-8742,B,Abuja,Normal,Male,Sports and travel,"?12,373.20",10,6186.6,129918.6,3/16/2019,10:11,Epay,123732,4.761904762,6186.6,6.70
305-18-3552,B,Abuja,Member,Male,Home and lifestyle,"?21,736.80",10,10868.4,228236.4,02/12/2019,16:19,Cash,217368,4.761904762,10868.4,6.00
438-01-4015,B,Abuja,Member,Female,Sports and travel,"?17,816.40",4,3563.28,74828.88,3/21/2019,15:25,Epay,71265.6,4.761904762,3563.28,6.60
709-58-4068,B,Abuja,Normal,Female,Fashion accessories,"?14,792.40",10,7396.2,155320.2,2/28/2019,14:42,Cash,147924,4.761904762,7396.2,7.30
627-95-3243,B,Abuja,Member,Female,Home and lifestyle,"?27,964.80",9,12584.16,264267.36,02/04/2019,13:21,Epay,251683.2,4.761904762,12584.16,9.80
686-41-0932,B,Abuja,Normal,Female,Fashion accessories,"?12,492.00",2,1249.2,26233.2,3/13/2019,19:48,Epay,24984,4.761904762,1249.2,8.20
608-04-3797,B,Abuja,Member,Female,Health and beauty,"?9,115.20",8,3646.08,76567.68,03/05/2019,20:24,Epay,72921.6,4.761904762,3646.08,8.70
437-53-3084,B,Abuja,Normal,Male,Fashion accessories,"?35,960.40",2,3596.04,75516.84,2/26/2019,11:48,Epay,71920.8,4.761904762,3596.04,7.10
632-32-4574,B,Abuja,Normal,Male,Sports and travel,"?27,331.20",8,10932.48,229582.08,3/20/2019,14:14,Cash,218649.6,4.761904762,10932.48,5.50
401-18-8016,B,Abuja,Member,Female,Sports and travel,"?35,326.80",1,1766.34,37093.14,1/21/2019,17:36,Cash,35326.8,4.761904762,1766.34,8.90
277-63-2961,B,Abuja,Member,Male,Sports and travel,"?26,629.20",1,1331.46,27960.66,02/03/2019,15:53,Card,26629.2,4.761904762,1331.46,5.40
282-35-2475,B,Abuja,Normal,Female,Sports and travel,"?33,591.60",2,3359.16,70542.36,3/25/2019,17:53,Cash,67183.2,4.761904762,3359.16,6.30
511-54-3087,B,Abuja,Normal,Male,Sports and travel,"?31,842.00",1,1592.1,33434.1,2/25/2019,16:36,Card,31842,4.761904762,1592.1,9.50
387-49-4215,B,Abuja,Member,Female,Sports and travel,"?17,460.00",3,2619,54999,01/08/2019,12:50,Cash,52380,4.761904762,2619,6.70
862-17-9201,B,Abuja,Normal,Female,Food and beverages,"?30,258.00",6,9077.4,190625.4,1/29/2019,10:48,Card,181548,4.761904762,9077.4,7.70
291-21-5991,B,Abuja,Member,Male,Health and beauty,"?22,064.40",5,5516.1,115838.1,3/29/2019,14:28,Cash,110322,4.761904762,5516.1,7.00
347-72-6115,B,Abuja,Member,Female,Sports and travel,"?32,666.40",7,11433.24,240098.04,1/16/2019,18:03,Card,228664.8,4.761904762,11433.24,6.20
425-85-2085,B,Abuja,Member,Male,Health and beauty,"?19,749.60",5,4937.4,103685.4,3/29/2019,16:48,Epay,98748,4.761904762,4937.4,9.80
734-91-1155,B,Abuja,Normal,Female,Electronic accessories,"?16,455.60",3,2468.34,51835.14,3/26/2019,10:34,Card,49366.8,4.761904762,2468.34,7.70
286-62-6248,B,Abuja,Normal,Male,Fashion accessories,"?14,115.60",4,2823.12,59285.52,1/16/2019,20:03,Card,56462.4,4.761904762,2823.12,9.00
339-38-9982,B,Abuja,Member,Male,Fashion accessories,"?21,549.60",2,2154.96,45254.16,1/13/2019,14:55,Epay,43099.2,4.761904762,2154.96,6.70
